transaction_id,product_id,product_name,category,price,discount_percent,actual_price,quantity,total_amount,seller_name,seller_location,sale_date,sale_month,day_of_week
TRX000360,UMKM00007,Kue Lapis,Makanan & Minuman,18972,0,18972,12,227664,Kedai Abadi 12,Tangerang,2025-12-20,2025-12,Saturday
TRX000361,UMKM00036,Minyak Kayu Putih,Kesehatan & Kecantikan,223474,0,223474,4,893896,CV Jaya 8,Bogor,2025-11-09,2025-11,Sunday
TRX000362,UMKM00031,Lampu LED,Elektronik,346956,20,277564,2,555129,Kedai Sukses 62,Semarang,2025-11-16,2025-11,Sunday
TRX000363,UMKM00024,Topi Anyaman,Fashion & Pakaian,171166,10,154049,5,770247,CV Prima 28,Bandung,2025-12-05,2025-12,Friday
TRX000364,UMKM00061,Buah Lokal,Pertanian,145908,15,124021,9,1116196,Kedai Makmur 46,Yogyakarta,2025-10-26,2025-10,Sunday
TRX000365,UMKM00052,Ukiran Kayu,Kerajinan Tangan,213174,0,213174,1,213174,UD Mandiri 67,Bandung,2025-12-13,2025-12,Saturday
TRX000366,UMKM00044,Ember Plastik,Rumah Tangga,38829,0,38829,20,776580,Rumah Barokah 75,Makassar,2025-12-31,2025-12,Wednesday
TRX000367,UMKM00068,Laundry Kiloan,Jasa,245880,25,184410,5,922050,Rumah Barokah 70,Tangerang,2025-10-29,2025-10,Wednesday
TRX000368,UMKM00031,Lampu LED,Elektronik,346956,15,294912,4,1179650,Kedai Sukses 62,Semarang,2025-11-16,2025-11,Sunday
TRX000369,UMKM00067,Jasa Jahit,Jasa,52802,25,39601,5,198007,Gerai Prima 60,Jakarta Pusat,2025-10-07,2025-10,Tuesday
TRX000370,UMKM00067,Jasa Jahit,Jasa,52802,5,50161,1,50161,Gerai Prima 60,Jakarta Pusat,2025-11-05,2025-11,Wednesday
TRX000371,UMKM00072,Potong Rambut,Jasa,158921,0,158921,3,476763,Kedai Barokah 46,Yogyakarta,2025-10-24,2025-10,Friday
TRX000372,UMKM00012,Kerupuk Udang,Makanan & Minuman,39199,10,35279,6,211674,Rumah Jaya 82,Semarang,2025-11-26,2025-11,Wednesday
TRX000373,UMKM00007,Kue Lapis,Makanan & Minuman,18972,0,18972,10,189720,Kedai Abadi 12,Tangerang,2025-10-12,2025-10,Sunday
TRX000374,UMKM00051,Wayang Kulit,Kerajinan Tangan,970631,10,873567,3,2620703,Gerai Berkah 33,Jakarta Selatan,2025-12-26,2025-12,Friday
TRX000375,UMKM00033,Speaker Bluetooth,Elektronik,418685,20,334948,5,1674740,Toko Sukses 71,Denpasar,2025-10-11,2025-10,Saturday
TRX000376,UMKM00067,Jasa Jahit,Jasa,52802,20,42241,10,422416,Gerai Prima 60,Jakarta Pusat,2025-12-03,2025-12,Wednesday
TRX000377,UMKM00011,Gula Aren,Makanan & Minuman,42748,0,42748,10,427480,UD Makmur 16,Depok,2025-12-18,2025-12,Thursday
TRX000378,UMKM00029,Earphone Murah,Elektronik,97243,10,87518,7,612630,Rumah Barokah 51,Denpasar,2025-10-29,2025-10,Wednesday
TRX000379,UMKM00012,Kerupuk Udang,Makanan & Minuman,39199,10,35279,14,493907,Rumah Jaya 82,Semarang,2025-10-24,2025-10,Friday
TRX000380,UMKM00047,Tempat Sampah,Rumah Tangga,116707,15,99200,9,892808,Gerai Mandiri 91,Semarang,2025-11-29,2025-11,Saturday
TRX000381,UMKM00073,Fotocopy,Jasa,142492,0,142492,1,142492,Gerai Abadi 59,Makassar,2025-11-08,2025-11,Saturday
TRX000382,UMKM00006,Bakpia Jogja,Makanan & Minuman,66552,20,53241,9,479174,Toko Sejahtera 18,Palembang,2026-01-04,2026-01,Sunday
TRX000383,UMKM00073,Fotocopy,Jasa,142492,25,106869,8,854952,Gerai Abadi 59,Makassar,2025-12-17,2025-12,Wednesday
TRX000384,UMKM00060,Sayur Hidroponik,Pertanian,179698,0,179698,10,1796980,Toko Maju 5,Bandung,2025-10-19,2025-10,Sunday
TRX000385,UMKM00063,Pupuk Organik,Pertanian,176015,0,176015,4,704060,Toko Sukses 28,Medan,2025-11-05,2025-11,Wednesday
TRX000386,UMKM00017,Kebaya Modern,Fashion & Pakaian,405398,10,364858,3,1094574,Toko Maju 40,Malang,2025-12-06,2025-12,Saturday
TRX000387,UMKM00027,Charger Universal,Elektronik,337885,20,270308,1,270308,Rumah Jaya 57,Denpasar,2026-01-03,2026-01,Saturday
TRX000388,UMKM00063,Pupuk Organik,Pertanian,176015,5,167214,1,167214,Toko Sukses 28,Medan,2025-12-15,2025-12,Monday
TRX000389,UMKM00045,Rak Bambu,Rumah Tangga,68224,20,54579,3,163737,Rumah Barokah 17,Tangerang,2025-10-17,2025-10,Friday
TRX000390,UMKM00030,Powerbank Lokal,Elektronik,363722,15,309163,4,1236654,Kedai Jaya 68,Malang,2025-10-28,2025-10,Tuesday
TRX000391,UMKM00068,Laundry Kiloan,Jasa,245880,10,221292,1,221292,Rumah Barokah 70,Tangerang,2025-10-13,2025-10,Monday
TRX000392,UMKM00042,Lipstik Lokal,Kesehatan & Kecantikan,177422,25,133066,2,266133,CV Barokah 74,Solo,2025-12-12,2025-12,Friday
TRX000393,UMKM00070,Service HP,Jasa,148194,25,111145,4,444582,Gerai Berkah 39,Makassar,2025-10-08,2025-10,Wednesday
TRX000394,UMKM00062,Rempah Segar,Pertanian,103659,5,98476,2,196952,UD Prima 18,Bekasi,2025-10-19,2025-10,Sunday
TRX000395,UMKM00047,Tempat Sampah,Rumah Tangga,116707,10,105036,2,210072,Gerai Mandiri 91,Semarang,2025-10-30,2025-10,Thursday
TRX000396,UMKM00064,Bibit Tanaman,Pertanian,106896,20,85516,2,171033,Toko Makmur 47,Tangerang,2025-10-20,2025-10,Monday
TRX000397,UMKM00027,Charger Universal,Elektronik,337885,0,337885,1,337885,Rumah Jaya 57,Denpasar,2026-01-02,2026-01,Friday
TRX000398,UMKM00043,Sapu Ijuk,Rumah Tangga,26534,25,19900,7,139303,UD Sukses 81,Bogor,2025-12-29,2025-12,Monday
TRX000399,UMKM00008,Teh Pucuk,Makanan & Minuman,19745,20,15796,10,157960,Toko Sentosa 3,Solo,2025-11-20,2025-11,Thursday
TRX000400,UMKM00064,Bibit Tanaman,Pertanian,106896,0,106896,8,855168,Toko Makmur 47,Tangerang,2025-12-02,2025-12,Tuesday
TRX000401,UMKM00032,Kipas Mini,Elektronik,453962,5,431263,3,1293791,Rumah Barokah 30,Tangerang,2026-01-02,2026-01,Friday
TRX000402,UMKM00036,Minyak Kayu Putih,Kesehatan & Kecantikan,223474,10,201126,5,1005633,CV Jaya 8,Bogor,2026-01-04,2026-01,Sunday
TRX000403,UMKM00030,Powerbank Lokal,Elektronik,363722,10,327349,2,654699,Kedai Jaya 68,Malang,2025-10-20,2025-10,Monday
TRX000404,UMKM00012,Kerupuk Udang,Makanan & Minuman,39199,5,37239,6,223434,Rumah Jaya 82,Semarang,2025-10-26,2025-10,Sunday
TRX000405,UMKM00033,Speaker Bluetooth,Elektronik,418685,0,418685,2,837370,Toko Sukses 71,Denpasar,2025-10-29,2025-10,Wednesday
TRX000406,UMKM00024,Topi Anyaman,Fashion & Pakaian,171166,10,154049,4,616197,CV Prima 28,Bandung,2025-11-16,2025-11,Sunday
TRX000407,UMKM00060,Sayur Hidroponik,Pertanian,179698,15,152743,7,1069203,Toko Maju 5,Bandung,2026-01-03,2026-01,Saturday
TRX000408,UMKM00004,Rendang Padang,Makanan & Minuman,95438,5,90666,5,453330,UD Jaya 75,Semarang,2025-10-20,2025-10,Monday
TRX000409,UMKM00020,Sepatu Kulit,Fashion & Pakaian,492844,0,492844,1,492844,Kedai Gemilang 19,Depok,2025-11-24,2025-11,Monday
TRX000410,UMKM00001,Keripik Singkong,Makanan & Minuman,148081,10,133272,1,133272,Rumah Makmur 18,Bogor,2025-12-21,2025-12,Sunday
TRX000411,UMKM00048,Gantungan Baju,Rumah Tangga,143757,15,122193,7,855354,Gerai Barokah 24,Palembang,2025-12-01,2025-12,Monday
TRX000412,UMKM00050,Taplak Meja Batik,Rumah Tangga,54577,25,40932,2,81865,Warung Abadi 37,Solo,2025-11-05,2025-11,Wednesday
TRX000413,UMKM00038,Lulur Tradisional,Kesehatan & Kecantikan,140310,0,140310,9,1262790,Toko Barokah 41,Solo,2025-10-29,2025-10,Wednesday
TRX000414,UMKM00010,Madu Hutan,Makanan & Minuman,143348,0,143348,3,430044,Rumah Jaya 19,Solo,2025-12-08,2025-12,Monday
TRX000415,UMKM00035,Sabun Herbal,Kesehatan & Kecantikan,107444,25,80583,5,402915,Rumah Barokah 92,Solo,2025-10-13,2025-10,Monday
TRX000416,UMKM00014,Ikan Asin,Makanan & Minuman,67877,15,57695,4,230781,Rumah Maju 82,Yogyakarta,2025-12-23,2025-12,Tuesday
TRX000417,UMKM00068,Laundry Kiloan,Jasa,245880,0,245880,4,983520,Rumah Barokah 70,Tangerang,2025-11-08,2025-11,Saturday
TRX000418,UMKM00016,Tenun Ikat,Fashion & Pakaian,660332,0,660332,3,1980996,Gerai Gemilang 59,Bandung,2025-11-19,2025-11,Wednesday
TRX000419,UMKM00055,Tas Rajut,Kerajinan Tangan,369080,5,350626,4,1402504,Gerai Maju 84,Jakarta Pusat,2025-11-29,2025-11,Saturday
TRX000420,UMKM00020,Sepatu Kulit,Fashion & Pakaian,492844,0,492844,5,2464220,Kedai Gemilang 19,Depok,2025-10-23,2025-10,Thursday
TRX000421,UMKM00031,Lampu LED,Elektronik,346956,5,329608,3,988824,Kedai Sukses 62,Semarang,2025-10-17,2025-10,Friday
TRX000422,UMKM00027,Charger Universal,Elektronik,337885,15,287202,1,287202,Rumah Jaya 57,Denpasar,2025-12-29,2025-12,Monday
TRX000423,UMKM00073,Fotocopy,Jasa,142492,25,106869,10,1068690,Gerai Abadi 59,Makassar,2025-10-09,2025-10,Thursday
TRX000424,UMKM00067,Jasa Jahit,Jasa,52802,20,42241,10,422416,Gerai Prima 60,Jakarta Pusat,2025-12-05,2025-12,Friday
TRX000425,UMKM00036,Minyak Kayu Putih,Kesehatan & Kecantikan,223474,10,201126,3,603379,CV Jaya 8,Bogor,2025-12-10,2025-12,Wednesday
TRX000426,UMKM00060,Sayur Hidroponik,Pertanian,179698,10,161728,1,161728,Toko Maju 5,Bandung,2025-12-04,2025-12,Thursday
TRX000427,UMKM00043,Sapu Ijuk,Rumah Tangga,26534,0,26534,7,185738,UD Sukses 81,Bogor,2025-11-19,2025-11,Wednesday
TRX000428,UMKM00032,Kipas Mini,Elektronik,453962,20,363169,2,726339,Rumah Barokah 30,Tangerang,2025-11-14,2025-11,Friday
TRX000429,UMKM00020,Sepatu Kulit,Fashion & Pakaian,492844,10,443559,2,887119,Kedai Gemilang 19,Depok,2025-12-05,2025-12,Friday
TRX000430,UMKM00074,Warnet,Jasa,158395,25,118796,9,1069166,Gerai Abadi 17,Makassar,2025-11-18,2025-11,Tuesday
TRX000431,UMKM00027,Charger Universal,Elektronik,337885,25,253413,4,1013655,Rumah Jaya 57,Denpasar,2025-12-05,2025-12,Friday
TRX000432,UMKM00042,Lipstik Lokal,Kesehatan & Kecantikan,177422,0,177422,10,1774220,CV Barokah 74,Solo,2025-12-09,2025-12,Tuesday
TRX000433,UMKM00020,Sepatu Kulit,Fashion & Pakaian,492844,25,369633,4,1478532,Kedai Gemilang 19,Depok,2025-12-29,2025-12,Monday
TRX000434,UMKM00026,Kalung Mutiara,Fashion & Pakaian,428940,0,428940,4,1715760,Gerai Barokah 7,Tangerang,2025-10-22,2025-10,Wednesday
TRX000435,UMKM00031,Lampu LED,Elektronik,346956,10,312260,2,624520,Kedai Sukses 62,Semarang,2025-12-12,2025-12,Friday
TRX000436,UMKM00003,Kopi Toraja,Makanan & Minuman,26775,25,20081,14,281137,Warung Sukses 90,Semarang,2025-11-14,2025-11,Friday
TRX000437,UMKM00010,Madu Hutan,Makanan & Minuman,143348,10,129013,10,1290132,Rumah Jaya 19,Solo,2026-01-03,2026-01,Saturday
TRX000438,UMKM00044,Ember Plastik,Rumah Tangga,38829,0,38829,18,698922,Rumah Barokah 75,Makassar,2025-12-13,2025-12,Saturday
TRX000439,UMKM00023,Sandal Jepit,Fashion & Pakaian,81773,25,61329,10,613297,Rumah Abadi 90,Jakarta Selatan,2025-10-22,2025-10,Wednesday
TRX000440,UMKM00053,Patung Bali,Kerajinan Tangan,484960,15,412216,3,1236648,Toko Mandiri 1,Palembang,2025-10-22,2025-10,Wednesday
TRX000441,UMKM00074,Warnet,Jasa,158395,10,142555,5,712777,Gerai Abadi 17,Makassar,2025-10-22,2025-10,Wednesday
TRX000442,UMKM00034,Holder HP,Elektronik,299096,5,284141,3,852423,CV Sentosa 78,Jakarta Pusat,2025-12-13,2025-12,Saturday
TRX000443,UMKM00057,Topeng Malang,Kerajinan Tangan,439288,10,395359,2,790718,Kedai Jaya 20,Yogyakarta,2025-11-21,2025-11,Friday
TRX000444,UMKM00047,Tempat Sampah,Rumah Tangga,116707,10,105036,8,840290,Gerai Mandiri 91,Semarang,2025-12-28,2025-12,Sunday
TRX000445,UMKM00022,Hijab Premium,Fashion & Pakaian,141966,15,120671,4,482684,UD Makmur 3,Semarang,2025-10-07,2025-10,Tuesday
TRX000446,UMKM00002,Sambal Bu Rudy,Makanan & Minuman,59633,0,59633,7,417431,UD Maju 27,Jakarta Selatan,2025-10-18,2025-10,Saturday
TRX000447,UMKM00052,Ukiran Kayu,Kerajinan Tangan,213174,10,191856,5,959283,UD Mandiri 67,Bandung,2025-10-27,2025-10,Monday
TRX000448,UMKM00028,Kabel Data,Elektronik,187037,0,187037,8,1496296,UD Sentosa 59,Tangerang,2025-11-06,2025-11,Thursday
TRX000449,UMKM00036,Minyak Kayu Putih,Kesehatan & Kecantikan,223474,0,223474,2,446948,CV Jaya 8,Bogor,2025-11-17,2025-11,Monday
TRX000450,UMKM00027,Charger Universal,Elektronik,337885,0,337885,2,675770,Rumah Jaya 57,Denpasar,2025-12-29,2025-12,Monday
TRX000451,UMKM00010,Madu Hutan,Makanan & Minuman,143348,5,136180,1,136180,Rumah Jaya 19,Solo,2025-11-19,2025-11,Wednesday
TRX000452,UMKM00031,Lampu LED,Elektronik,346956,0,346956,3,1040868,Kedai Sukses 62,Semarang,2025-11-21,2025-11,Friday
TRX000453,UMKM00041,Bedak Dingin,Kesehatan & Kecantikan,108640,0,108640,9,977760,Toko Berkah 71,Jakarta Pusat,2025-10-25,2025-10,Saturday
TRX000454,UMKM00069,Catering Rumahan,Jasa,118406,20,94724,10,947248,CV Berkah 81,Depok,2026-01-05,2026-01,Monday
TRX000455,UMKM00010,Madu Hutan,Makanan & Minuman,143348,10,129013,5,645066,Rumah Jaya 19,Solo,2025-11-28,2025-11,Friday
TRX000456,UMKM00029,Earphone Murah,Elektronik,97243,10,87518,7,612630,Rumah Barokah 51,Denpasar,2025-12-31,2025-12,Wednesday
TRX000457,UMKM00029,Earphone Murah,Elektronik,97243,15,82656,4,330626,Rumah Barokah 51,Denpasar,2025-12-01,2025-12,Monday
TRX000458,UMKM00034,Holder HP,Elektronik,299096,15,254231,2,508463,CV Sentosa 78,Jakarta Pusat,2025-12-03,2025-12,Wednesday
TRX000459,UMKM00067,Jasa Jahit,Jasa,52802,0,52802,1,52802,Gerai Prima 60,Jakarta Pusat,2025-10-18,2025-10,Saturday
TRX000460,UMKM00007,Kue Lapis,Makanan & Minuman,18972,0,18972,14,265608,Kedai Abadi 12,Tangerang,2025-11-20,2025-11,Thursday
TRX000461,UMKM00009,Jamu Tradisional,Makanan & Minuman,17390,0,17390,7,121730,Rumah Jaya 9,Palembang,2025-10-27,2025-10,Monday
TRX000462,UMKM00064,Bibit Tanaman,Pertanian,106896,5,101551,8,812409,Toko Makmur 47,Tangerang,2025-11-04,2025-11,Tuesday
TRX000463,UMKM00065,Minyak Kelapa,Pertanian,152291,0,152291,9,1370619,Gerai Maju 39,Jakarta Selatan,2025-10-21,2025-10,Tuesday
TRX000464,UMKM00026,Kalung Mutiara,Fashion & Pakaian,428940,5,407493,1,407493,Gerai Barokah 7,Tangerang,2025-11-15,2025-11,Saturday
TRX000465,UMKM00071,Cuci Motor,Jasa,112745,20,90196,5,450980,CV Barokah 2,Makassar,2025-12-24,2025-12,Wednesday
TRX000466,UMKM00059,Beras Organik,Pertanian,201364,0,201364,4,805456,Kedai Abadi 57,Jakarta Selatan,2025-12-09,2025-12,Tuesday
TRX000467,UMKM00061,Buah Lokal,Pertanian,145908,15,124021,6,744130,Kedai Makmur 46,Yogyakarta,2025-10-28,2025-10,Tuesday
TRX000468,UMKM00029,Earphone Murah,Elektronik,97243,10,87518,2,175037,Rumah Barokah 51,Denpasar,2025-11-19,2025-11,Wednesday
TRX000469,UMKM00049,Keset Kaki,Rumah Tangga,203513,0,203513,4,814052,Toko Gemilang 28,Semarang,2025-11-07,2025-11,Friday
TRX000470,UMKM00062,Rempah Segar,Pertanian,103659,5,98476,1,98476,UD Prima 18,Bekasi,2026-01-01,2026-01,Thursday
TRX000471,UMKM00032,Kipas Mini,Elektronik,453962,5,431263,1,431263,Rumah Barokah 30,Tangerang,2025-12-13,2025-12,Saturday
TRX000472,UMKM00012,Kerupuk Udang,Makanan & Minuman,39199,25,29399,5,146996,Rumah Jaya 82,Semarang,2025-11-06,2025-11,Thursday
TRX000473,UMKM00013,Abon Sapi,Makanan & Minuman,64359,0,64359,2,128718,CV Jaya 21,Malang,2026-01-04,2026-01,Sunday
TRX000474,UMKM00056,Boneka Kayu,Kerajinan Tangan,310551,0,310551,1,310551,Rumah Prima 26,Bekasi,2025-12-28,2025-12,Sunday
TRX000475,UMKM00071,Cuci Motor,Jasa,112745,0,112745,4,450980,CV Barokah 2,Makassar,2025-11-13,2025-11,Thursday
TRX000476,UMKM00021,Kaos Distro,Fashion & Pakaian,473857,0,473857,4,1895428,Rumah Prima 51,Makassar,2025-10-08,2025-10,Wednesday
TRX000477,UMKM00053,Patung Bali,Kerajinan Tangan,484960,25,363720,4,1454880,Toko Mandiri 1,Palembang,2025-12-30,2025-12,Tuesday
TRX000478,UMKM00029,Earphone Murah,Elektronik,97243,20,77794,5,388972,Rumah Barokah 51,Denpasar,2025-10-21,2025-10,Tuesday
TRX000479,UMKM00063,Pupuk Organik,Pertanian,176015,20,140812,10,1408120,Toko Sukses 28,Medan,2025-12-24,2025-12,Wednesday
TRX000480,UMKM00061,Buah Lokal,Pertanian,145908,0,145908,3,437724,Kedai Makmur 46,Yogyakarta,2025-11-15,2025-11,Saturday
TRX000481,UMKM00046,Tikar Pandan,Rumah Tangga,232355,5,220737,3,662211,Gerai Barokah 3,Makassar,2025-11-06,2025-11,Thursday
TRX000482,UMKM00036,Minyak Kayu Putih,Kesehatan & Kecantikan,223474,0,223474,5,1117370,CV Jaya 8,Bogor,2025-12-25,2025-12,Thursday
TRX000483,UMKM00053,Patung Bali,Kerajinan Tangan,484960,5,460712,2,921424,Toko Mandiri 1,Palembang,2025-12-26,2025-12,Friday
TRX000484,UMKM00037,Masker Wajah,Kesehatan & Kecantikan,93789,0,93789,5,468945,CV Prima 48,Palembang,2025-10-13,2025-10,Monday
TRX000485,UMKM00041,Bedak Dingin,Kesehatan & Kecantikan,108640,0,108640,2,217280,Toko Berkah 71,Jakarta Pusat,2025-10-26,2025-10,Sunday
TRX000486,UMKM00043,Sapu Ijuk,Rumah Tangga,26534,0,26534,4,106136,UD Sukses 81,Bogor,2025-11-08,2025-11,Saturday
TRX000487,UMKM00040,Minyak Kemiri,Kesehatan & Kecantikan,88468,10,79621,10,796212,CV Sejahtera 1,Bogor,2025-11-30,2025-11,Sunday
TRX000488,UMKM00028,Kabel Data,Elektronik,187037,20,149629,1,149629,UD Sentosa 59,Tangerang,2025-11-11,2025-11,Tuesday
TRX000489,UMKM00020,Sepatu Kulit,Fashion & Pakaian,492844,5,468201,3,1404605,Kedai Gemilang 19,Depok,2025-12-26,2025-12,Friday
TRX000490,UMKM00036,Minyak Kayu Putih,Kesehatan & Kecantikan,223474,0,223474,2,446948,CV Jaya 8,Bogor,2025-10-24,2025-10,Friday
TRX000491,UMKM00008,Teh Pucuk,Makanan & Minuman,19745,0,19745,8,157960,Toko Sentosa 3,Solo,2025-12-17,2025-12,Wednesday
TRX000492,UMKM00051,Wayang Kulit,Kerajinan Tangan,970631,0,970631,1,970631,Gerai Berkah 33,Jakarta Selatan,2025-12-02,2025-12,Tuesday
TRX000493,UMKM00043,Sapu Ijuk,Rumah Tangga,26534,25,19900,16,318408,UD Sukses 81,Bogor,2025-12-12,2025-12,Friday
TRX000494,UMKM00005,Dodol Garut,Makanan & Minuman,25950,25,19462,7,136237,Kedai Maju 54,Depok,2025-12-08,2025-12,Monday
TRX000495,UMKM00018,Sarung Samarinda,Fashion & Pakaian,392284,10,353055,4,1412222,Toko Gemilang 39,Malang,2025-11-24,2025-11,Monday
TRX000496,UMKM00007,Kue Lapis,Makanan & Minuman,18972,20,15177,19,288374,Kedai Abadi 12,Tangerang,2025-11-16,2025-11,Sunday
TRX000497,UMKM00024,Topi Anyaman,Fashion & Pakaian,171166,15,145491,9,1309419,CV Prima 28,Bandung,2025-12-17,2025-12,Wednesday
TRX000498,UMKM00019,Tas Anyaman,Fashion & Pakaian,109622,5,104140,6,624845,Kedai Mandiri 74,Medan,2025-11-11,2025-11,Tuesday
TRX000499,UMKM00070,Service HP,Jasa,148194,25,111145,2,222291,Gerai Berkah 39,Makassar,2025-12-09,2025-12,Tuesday
TRX000500,UMKM00061,Buah Lokal,Pertanian,145908,0,145908,9,1313172,Kedai Makmur 46,Yogyakarta,2025-11-21,2025-11,Friday
